;;;weiblich;männlich;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;854;880;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;1.100;652;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.437;589;
2007;Morbus Hodgkin (C81);0 - 4;0;3;
2007;Morbus Hodgkin (C81);5 - 9;7;16;
2007;Morbus Hodgkin (C81);10 - 14;29;25;
2007;Morbus Hodgkin (C81);15 - 19;90;77;
2007;Morbus Hodgkin (C81);20 - 24;87;93;
2007;Morbus Hodgkin (C81);25 - 29;97;125;
2007;Morbus Hodgkin (C81);30 - 34;70;90;
2007;Morbus Hodgkin (C81);35 - 39;81;112;
2007;Morbus Hodgkin (C81);40 - 44;71;120;
2007;Morbus Hodgkin (C81);45 - 49;49;98;
2007;Morbus Hodgkin (C81);50 - 54;34;73;
2007;Morbus Hodgkin (C81);55 - 59;44;58;
2007;Morbus Hodgkin (C81);60 - 64;36;47;
2007;Morbus Hodgkin (C81);65 - 69;49;86;
2007;Morbus Hodgkin (C81);70 - 74;41;85;
2007;Morbus Hodgkin (C81);75 - 79;49;36;
2007;Morbus Hodgkin (C81);80 - 84;40;30;
2007;Morbus Hodgkin (C81);85+;33;14;
2007;Non-Hodgkin-Lymphome (C82-C88);0 - 4;2;14;
2007;Non-Hodgkin-Lymphome (C82-C88);5 - 9;14;40;
2007;Non-Hodgkin-Lymphome (C82-C88);10 - 14;10;29;
2007;Non-Hodgkin-Lymphome (C82-C88);15 - 19;32;38;
2007;Non-Hodgkin-Lymphome (C82-C88);20 - 24;51;56;
2007;Non-Hodgkin-Lymphome (C82-C88);25 - 29;64;73;
2007;Non-Hodgkin-Lymphome (C82-C88);30 - 34;73;111;
2007;Non-Hodgkin-Lymphome (C82-C88);35 - 39;119;197;
2007;Non-Hodgkin-Lymphome (C82-C88);40 - 44;215;278;
2007;Non-Hodgkin-Lymphome (C82-C88);45 - 49;270;368;
2007;Non-Hodgkin-Lymphome (C82-C88);50 - 54;384;507;
2007;Non-Hodgkin-Lymphome (C82-C88);55 - 59;544;685;
2007;Non-Hodgkin-Lymphome (C82-C88);60 - 64;634;768;
2007;Non-Hodgkin-Lymphome (C82-C88);65 - 69;1.073;1.282;
2007;Non-Hodgkin-Lymphome (C82-C88);70 - 74;996;1.183;
2007;Non-Hodgkin-Lymphome (C82-C88);75 - 79;1.058;1.121;
2007;Non-Hodgkin-Lymphome (C82-C88);80 - 84;881;668;
2007;Non-Hodgkin-Lymphome (C82-C88);85+;751;420;
2007;Plasmozytom (C90);0 - 4;0;0;
2007;Plasmozytom (C90);5 - 9;0;0;
2007;Plasmozytom (C90);10 - 14;0;0;
2007;Plasmozytom (C90);15 - 19;0;0;
2007;Plasmozytom (C90);20 - 24;0;0;
2007;Plasmozytom (C90);25 - 29;0;0;
2007;Plasmozytom (C90);30 - 34;5;7;
2007;Plasmozytom (C90);35 - 39;13;17;
2007;Plasmozytom (C90);40 - 44;32;51;
2007;Plasmozytom (C90);45 - 49;69;121;
2007;Plasmozytom (C90);50 - 54;128;145;
2007;Plasmozytom (C90);55 - 59;171;203;
2007;Plasmozytom (C90);60 - 64;250;360;
2007;Plasmozytom (C90);65 - 69;487;607;
2007;Plasmozytom (C90);70 - 74;487;558;
2007;Plasmozytom (C90);75 - 79;465;527;
2007;Plasmozytom (C90);80 - 84;468;354;
2007;Plasmozytom (C90);85+;326;229;
2007;Lymphatische Leukämie (C91);0 - 4;121;121;
2007;Lymphatische Leukämie (C91);5 - 9;53;70;
2007;Lymphatische Leukämie (C91);10 - 14;34;55;
2007;Lymphatische Leukämie (C91);15 - 19;16;51;
2007;Lymphatische Leukämie (C91);20 - 24;14;30;
2007;Lymphatische Leukämie (C91);25 - 29;14;20;
2007;Lymphatische Leukämie (C91);30 - 34;10;20;
2007;Lymphatische Leukämie (C91);35 - 39;40;51;
2007;Lymphatische Leukämie (C91);40 - 44;49;89;
2007;Lymphatische Leukämie (C91);45 - 49;66;154;
2007;Lymphatische Leukämie (C91);50 - 54;105;206;
2007;Lymphatische Leukämie (C91);55 - 59;171;288;
2007;Lymphatische Leukämie (C91);60 - 64;204;371;
2007;Lymphatische Leukämie (C91);65 - 69;357;594;
2007;Lymphatische Leukämie (C91);70 - 74;360;616;
2007;Lymphatische Leukämie (C91);75 - 79;398;537;
2007;Lymphatische Leukämie (C91);80 - 84;386;318;
2007;Lymphatische Leukämie (C91);85+;392;235;
2007;Myeloische Leukämie (C92);0 - 4;22;23;
2007;Myeloische Leukämie (C92);5 - 9;4;7;
2007;Myeloische Leukämie (C92);10 - 14;11;13;
2007;Myeloische Leukämie (C92);15 - 19;18;21;
2007;Myeloische Leukämie (C92);20 - 24;34;17;
2007;Myeloische Leukämie (C92);25 - 29;31;39;
2007;Myeloische Leukämie (C92);30 - 34;35;24;
2007;Myeloische Leukämie (C92);35 - 39;62;60;
2007;Myeloische Leukämie (C92);40 - 44;77;107;
2007;Myeloische Leukämie (C92);45 - 49;114;117;
2007;Myeloische Leukämie (C92);50 - 54;120;143;
2007;Myeloische Leukämie (C92);55 - 59;153;199;
2007;Myeloische Leukämie (C92);60 - 64;165;192;
2007;Myeloische Leukämie (C92);65 - 69;294;376;
2007;Myeloische Leukämie (C92);70 - 74;299;401;
2007;Myeloische Leukämie (C92);75 - 79;364;372;
2007;Myeloische Leukämie (C92);80 - 84;341;240;
2007;Myeloische Leukämie (C92);85+;257;173;
2007;Monozytenleukämie (C93);0 - 4;4;1;
2007;Monozytenleukämie (C93);5 - 9;1;1;
2007;Monozytenleukämie (C93);10 - 14;1;1;
2007;Monozytenleukämie (C93);15 - 19;0;1;
2007;Monozytenleukämie (C93);20 - 24;4;3;
2007;Monozytenleukämie (C93);25 - 29;0;3;
2007;Monozytenleukämie (C93);30 - 34;2;1;
2007;Monozytenleukämie (C93);35 - 39;4;5;
2007;Monozytenleukämie (C93);40 - 44;2;7;
2007;Monozytenleukämie (C93);45 - 49;8;7;
2007;Monozytenleukämie (C93);50 - 54;3;10;
2007;Monozytenleukämie (C93);55 - 59;7;8;
2007;Monozytenleukämie (C93);60 - 64;14;26;
2007;Monozytenleukämie (C93);65 - 69;32;60;
2007;Monozytenleukämie (C93);70 - 74;40;63;
2007;Monozytenleukämie (C93);75 - 79;44;61;
2007;Monozytenleukämie (C93);80 - 84;33;35;
2007;Monozytenleukämie (C93);85+;29;14;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);0 - 4;2;4;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);5 - 9;0;0;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);10 - 14;1;1;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);15 - 19;0;0;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);20 - 24;4;0;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);25 - 29;4;3;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);30 - 34;2;1;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);35 - 39;4;2;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);40 - 44;7;2;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);45 - 49;7;1;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);50 - 54;2;3;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);55 - 59;5;10;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);60 - 64;7;5;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);65 - 69;8;10;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);70 - 74;4;19;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);75 - 79;5;12;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);80 - 84;6;5;
2007;sonstg. Leukämien n.n.bez. Zelltyps (C94);85+;8;0;
2007;Leukämien n.n.bez. Zelltyps (C95);0 - 4;2;1;
2007;Leukämien n.n.bez. Zelltyps (C95);5 - 9;2;3;
2007;Leukämien n.n.bez. Zelltyps (C95);10 - 14;1;1;
2007;Leukämien n.n.bez. Zelltyps (C95);15 - 19;4;3;
2007;Leukämien n.n.bez. Zelltyps (C95);20 - 24;1;0;
2007;Leukämien n.n.bez. Zelltyps (C95);25 - 29;0;3;
2007;Leukämien n.n.bez. Zelltyps (C95);30 - 34;2;2;
2007;Leukämien n.n.bez. Zelltyps (C95);35 - 39;2;3;
2007;Leukämien n.n.bez. Zelltyps (C95);40 - 44;2;3;
2007;Leukämien n.n.bez. Zelltyps (C95);45 - 49;3;4;
2007;Leukämien n.n.bez. Zelltyps (C95);50 - 54;2;4;
2007;Leukämien n.n.bez. Zelltyps (C95);55 - 59;6;12;
2007;Leukämien n.n.bez. Zelltyps (C95);60 - 64;10;18;
2007;Leukämien n.n.bez. Zelltyps (C95);65 - 69;17;26;
2007;Leukämien n.n.bez. Zelltyps (C95);70 - 74;28;29;
2007;Leukämien n.n.bez. Zelltyps (C95);75 - 79;36;56;
2007;Leukämien n.n.bez. Zelltyps (C95);80 - 84;82;56;
2007;Leukämien n.n.bez. Zelltyps (C95);85+;121;61;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);0 - 4;0;0;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);5 - 9;0;1;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);10 - 14;0;0;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);15 - 19;3;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);20 - 24;2;2;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);25 - 29;0;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);30 - 34;0;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);35 - 39;2;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);40 - 44;0;8;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);45 - 49;3;4;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);50 - 54;1;0;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);55 - 59;4;9;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);60 - 64;2;4;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);65 - 69;2;9;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);70 - 74;5;4;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);75 - 79;4;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);80 - 84;3;3;
2007;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);85+;9;2;
2008;Mundhöhle und Rachen (C00-C14);0 - 4;0;1;
2008;Mundhöhle und Rachen (C00-C14);5 - 9;1;2;
2008;Mundhöhle und Rachen (C00-C14);10 - 14;6;4;
2008;Mundhöhle und Rachen (C00-C14);15 - 19;7;12;
2008;Mundhöhle und Rachen (C00-C14);20 - 24;6;12;
2008;Mundhöhle und Rachen (C00-C14);25 - 29;20;13;
2008;Mundhöhle und Rachen (C00-C14);30 - 34;25;27;
2008;Mundhöhle und Rachen (C00-C14);35 - 39;46;114;
2008;Mundhöhle und Rachen (C00-C14);40 - 44;98;340;
2008;Mundhöhle und Rachen (C00-C14);45 - 49;291;894;
2008;Mundhöhle und Rachen (C00-C14);50 - 54;360;1.366;
2008;Mundhöhle und Rachen (C00-C14);55 - 59;446;1.656;
2008;Mundhöhle und Rachen (C00-C14);60 - 64;484;1.498;
2008;Mundhöhle und Rachen (C00-C14);65 - 69;577;1.568;
2008;Mundhöhle und Rachen (C00-C14);70 - 74;380;1.090;
2008;Mundhöhle und Rachen (C00-C14);75 - 79;303;585;
2008;Mundhöhle und Rachen (C00-C14);80 - 84;296;335;
2008;Mundhöhle und Rachen (C00-C14);85+;295;173;
2008;Speiseröhre (C15);0 - 4;0;0;
2008;Speiseröhre (C15);5 - 9;0;0;
2008;Speiseröhre (C15);10 - 14;0;0;
2008;Speiseröhre (C15);15 - 19;0;0;
2008;Speiseröhre (C15);20 - 24;0;0;
2008;Speiseröhre (C15);25 - 29;0;0;
2008;Speiseröhre (C15);30 - 34;2;4;
2008;Speiseröhre (C15);35 - 39;5;19;
2008;Speiseröhre (C15);40 - 44;9;87;
2008;Speiseröhre (C15);45 - 49;50;236;
2008;Speiseröhre (C15);50 - 54;73;424;
2008;Speiseröhre (C15);55 - 59;131;623;
2008;Speiseröhre (C15);60 - 64;174;681;
2008;Speiseröhre (C15);65 - 69;196;935;
2008;Speiseröhre (C15);70 - 74;207;807;
2008;Speiseröhre (C15);75 - 79;169;466;
2008;Speiseröhre (C15);80 - 84;157;308;
2008;Speiseröhre (C15);85+;192;157;
2008;Magen (C16);0 - 4;0;0;
2008;Magen (C16);5 - 9;0;0;
2008;Magen (C16);10 - 14;1;0;
2008;Magen (C16);15 - 19;1;1;
2008;Magen (C16);20 - 24;5;7;
2008;Magen (C16);25 - 29;21;16;
2008;Magen (C16);30 - 34;27;33;
2008;Magen (C16);35 - 39;82;67;
2008;Magen (C16);40 - 44;128;195;
2008;Magen (C16);45 - 49;250;343;
2008;Magen (C16);50 - 54;284;518;
2008;Magen (C16);55 - 59;411;730;
2008;Magen (C16);60 - 64;408;974;
2008;Magen (C16);65 - 69;744;1.530;
2008;Magen (C16);70 - 74;1.002;1.772;
2008;Magen (C16);75 - 79;1.044;1.684;
2008;Magen (C16);80 - 84;1.193;1.230;
2008;Magen (C16);85+;1.497;858;
2008;Dünndarm (C17);0 - 4;0;0;
2008;Dünndarm (C17);5 - 9;0;0;
2008;Dünndarm (C17);10 - 14;0;0;
2008;Dünndarm (C17);15 - 19;1;3;
2008;Dünndarm (C17);20 - 24;1;0;
2008;Dünndarm (C17);25 - 29;2;3;
2008;Dünndarm (C17);30 - 34;2;6;
2008;Dünndarm (C17);35 - 39;11;10;
2008;Dünndarm (C17);40 - 44;36;41;
2008;Dünndarm (C17);45 - 49;44;56;
2008;Dünndarm (C17);50 - 54;63;82;
2008;Dünndarm (C17);55 - 59;72;106;
2008;Dünndarm (C17);60 - 64;65;98;
2008;Dünndarm (C17);65 - 69;125;137;
2008;Dünndarm (C17);70 - 74;102;162;
2008;Dünndarm (C17);75 - 79;101;107;
2008;Dünndarm (C17);80 - 84;98;84;
2008;Dünndarm (C17);85+;82;44;
2008;Darm (C18-C21);0 - 4;0;0;
2008;Darm (C18-C21);5 - 9;0;1;
2008;Darm (C18-C21);10 - 14;1;0;
2008;Darm (C18-C21);15 - 19;14;14;
2008;Darm (C18-C21);20 - 24;26;25;
2008;Darm (C18-C21);25 - 29;38;34;
2008;Darm (C18-C21);30 - 34;70;79;
2008;Darm (C18-C21);35 - 39;172;222;
2008;Darm (C18-C21);40 - 44;458;528;
2008;Darm (C18-C21);45 - 49;794;1.007;
2008;Darm (C18-C21);50 - 54;1.305;1.745;
2008;Darm (C18-C21);55 - 59;1.801;3.024;
2008;Darm (C18-C21);60 - 64;2.229;3.785;
2008;Darm (C18-C21);65 - 69;3.826;6.634;
2008;Darm (C18-C21);70 - 74;4.674;7.116;
2008;Darm (C18-C21);75 - 79;4.751;5.695;
2008;Darm (C18-C21);80 - 84;5.087;4.028;
2008;Darm (C18-C21);85+;5.854;2.599;
2008;Leber (C22);0 - 4;10;12;
2008;Leber (C22);5 - 9;0;1;
2008;Leber (C22);10 - 14;4;4;
2008;Leber (C22);15 - 19;4;3;
2008;Leber (C22);20 - 24;3;5;
2008;Leber (C22);25 - 29;6;4;
2008;Leber (C22);30 - 34;7;8;
2008;Leber (C22);35 - 39;12;13;
2008;Leber (C22);40 - 44;36;44;
2008;Leber (C22);45 - 49;52;141;
2008;Leber (C22);50 - 54;82;253;
2008;Leber (C22);55 - 59;154;580;
2008;Leber (C22);60 - 64;190;652;
2008;Leber (C22);65 - 69;304;1.093;
2008;Leber (C22);70 - 74;414;1.209;
2008;Leber (C22);75 - 79;364;874;
2008;Leber (C22);80 - 84;437;582;
2008;Leber (C22);85+;351;282;
2008;Gallenblase und Gallenwege (C23-C24);0 - 4;0;0;
2008;Gallenblase und Gallenwege (C23-C24);5 - 9;0;0;
2008;Gallenblase und Gallenwege (C23-C24);10 - 14;0;0;
2008;Gallenblase und Gallenwege (C23-C24);15 - 19;0;1;
2008;Gallenblase und Gallenwege (C23-C24);20 - 24;0;2;
2008;Gallenblase und Gallenwege (C23-C24);25 - 29;2;0;
2008;Gallenblase und Gallenwege (C23-C24);30 - 34;4;8;
2008;Gallenblase und Gallenwege (C23-C24);35 - 39;7;12;
2008;Gallenblase und Gallenwege (C23-C24);40 - 44;19;38;
2008;Gallenblase und Gallenwege (C23-C24);45 - 49;51;71;
2008;Gallenblase und Gallenwege (C23-C24);50 - 54;98;101;
2008;Gallenblase und Gallenwege (C23-C24);55 - 59;169;154;
2008;Gallenblase und Gallenwege (C23-C24);60 - 64;206;241;
2008;Gallenblase und Gallenwege (C23-C24);65 - 69;367;377;
2008;Gallenblase und Gallenwege (C23-C24);70 - 74;536;502;
2008;Gallenblase und Gallenwege (C23-C24);75 - 79;553;391;
2008;Gallenblase und Gallenwege (C23-C24);80 - 84;618;309;
2008;Gallenblase und Gallenwege (C23-C24);85+;672;179;
2008;Bauchspeicheldrüse (C25);0 - 4;0;0;
2008;Bauchspeicheldrüse (C25);5 - 9;1;0;
2008;Bauchspeicheldrüse (C25);10 - 14;0;2;
2008;Bauchspeicheldrüse (C25);15 - 19;3;0;
2008;Bauchspeicheldrüse (C25);20 - 24;7;3;
2008;Bauchspeicheldrüse (C25);25 - 29;5;3;
2008;Bauchspeicheldrüse (C25);30 - 34;15;4;
2008;Bauchspeicheldrüse (C25);35 - 39;18;30;
2008;Bauchspeicheldrüse (C25);40 - 44;54;110;
2008;Bauchspeicheldrüse (C25);45 - 49;148;213;
2008;Bauchspeicheldrüse (C25);50 - 54;270;386;
2008;Bauchspeicheldrüse (C25);55 - 59;422;702;
2008;Bauchspeicheldrüse (C25);60 - 64;612;909;
2008;Bauchspeicheldrüse (C25);65 - 69;1.070;1.416;
2008;Bauchspeicheldrüse (C25);70 - 74;1.231;1.481;
2008;Bauchspeicheldrüse (C25);75 - 79;1.360;1.186;
2008;Bauchspeicheldrüse (C25);80 - 84;1.379;759;
2008;Bauchspeicheldrüse (C25);85+;1.492;525;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);0 - 4;0;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);5 - 9;0;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);10 - 14;0;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);15 - 19;0;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);20 - 24;1;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);25 - 29;0;0;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);30 - 34;0;4;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);35 - 39;2;3;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);40 - 44;5;5;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);45 - 49;6;22;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);50 - 54;12;20;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);55 - 59;26;30;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);60 - 64;31;30;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);65 - 69;38;82;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);70 - 74;59;81;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);75 - 79;38;70;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);80 - 84;87;68;
2008;sonstg./n.n.bez. Verdauungsorgane (C26);85+;197;50;
2008;Nasenhöhle und Mittelohr (C30);0 - 4;0;0;
2008;Nasenhöhle und Mittelohr (C30);5 - 9;1;0;
2008;Nasenhöhle und Mittelohr (C30);10 - 14;0;1;
2008;Nasenhöhle und Mittelohr (C30);15 - 19;0;0;
2008;Nasenhöhle und Mittelohr (C30);20 - 24;0;1;
2008;Nasenhöhle und Mittelohr (C30);25 - 29;1;5;
2008;Nasenhöhle und Mittelohr (C30);30 - 34;1;4;
2008;Nasenhöhle und Mittelohr (C30);35 - 39;7;9;
2008;Nasenhöhle und Mittelohr (C30);40 - 44;13;13;
2008;Nasenhöhle und Mittelohr (C30);45 - 49;9;24;
2008;Nasenhöhle und Mittelohr (C30);50 - 54;17;30;
2008;Nasenhöhle und Mittelohr (C30);55 - 59;28;32;
2008;Nasenhöhle und Mittelohr (C30);60 - 64;13;27;
2008;Nasenhöhle und Mittelohr (C30);65 - 69;23;46;
2008;Nasenhöhle und Mittelohr (C30);70 - 74;17;45;
2008;Nasenhöhle und Mittelohr (C30);75 - 79;18;25;
2008;Nasenhöhle und Mittelohr (C30);80 - 84;12;10;
2008;Nasenhöhle und Mittelohr (C30);85+;19;14;
2008;Nasennebenhöhle (C31);0 - 4;1;0;
2008;Nasennebenhöhle (C31);5 - 9;1;2;
2008;Nasennebenhöhle (C31);10 - 14;1;1;
2008;Nasennebenhöhle (C31);15 - 19;2;2;
2008;Nasennebenhöhle (C31);20 - 24;0;0;
2008;Nasennebenhöhle (C31);25 - 29;1;4;
2008;Nasennebenhöhle (C31);30 - 34;1;6;
2008;Nasennebenhöhle (C31);35 - 39;3;11;
2008;Nasennebenhöhle (C31);40 - 44;4;12;
2008;Nasennebenhöhle (C31);45 - 49;4;17;
2008;Nasennebenhöhle (C31);50 - 54;6;16;
2008;Nasennebenhöhle (C31);55 - 59;16;30;
2008;Nasennebenhöhle (C31);60 - 64;9;22;
2008;Nasennebenhöhle (C31);65 - 69;11;42;
2008;Nasennebenhöhle (C31);70 - 74;15;40;
2008;Nasennebenhöhle (C31);75 - 79;13;31;
2008;Nasennebenhöhle (C31);80 - 84;12;13;
2008;Nasennebenhöhle (C31);85+;22;7;
2008;Kehlkopf (C32);0 - 4;0;0;
2008;Kehlkopf (C32);5 - 9;0;0;
2008;Kehlkopf (C32);10 - 14;0;0;
2008;Kehlkopf (C32);15 - 19;0;0;
2008;Kehlkopf (C32);20 - 24;1;1;
2008;Kehlkopf (C32);25 - 29;2;3;
2008;Kehlkopf (C32);30 - 34;4;1;
2008;Kehlkopf (C32);35 - 39;7;16;
2008;Kehlkopf (C32);40 - 44;13;64;
2008;Kehlkopf (C32);45 - 49;33;187;
2008;Kehlkopf (C32);50 - 54;69;348;
2008;Kehlkopf (C32);55 - 59;68;489;
2008;Kehlkopf (C32);60 - 64;58;516;
2008;Kehlkopf (C32);65 - 69;74;701;
2008;Kehlkopf (C32);70 - 74;50;563;
2008;Kehlkopf (C32);75 - 79;37;338;
2008;Kehlkopf (C32);80 - 84;33;185;
2008;Kehlkopf (C32);85+;37;113;
2008;Lunge (C33-C34);0 - 4;1;0;
2008;Lunge (C33-C34);5 - 9;0;0;
2008;Lunge (C33-C34);10 - 14;0;0;
2008;Lunge (C33-C34);15 - 19;3;7;
2008;Lunge (C33-C34);20 - 24;3;13;
2008;Lunge (C33-C34);25 - 29;10;21;
2008;Lunge (C33-C34);30 - 34;29;28;
2008;Lunge (C33-C34);35 - 39;98;104;
2008;Lunge (C33-C34);40 - 44;342;348;
2008;Lunge (C33-C34);45 - 49;697;994;
2008;Lunge (C33-C34);50 - 54;1.318;2.107;
2008;Lunge (C33-C34);55 - 59;1.790;3.470;
2008;Lunge (C33-C34);60 - 64;2.063;4.293;
2008;Lunge (C33-C34);65 - 69;2.638;7.011;
2008;Lunge (C33-C34);70 - 74;2.414;6.882;
2008;Lunge (C33-C34);75 - 79;2.148;5.480;
2008;Lunge (C33-C34);80 - 84;1.675;3.243;
2008;Lunge (C33-C34);85+;1.227;1.436;
2008;Thymus (C37);0 - 4;0;0;
2008;Thymus (C37);5 - 9;0;0;
2008;Thymus (C37);10 - 14;0;0;
2008;Thymus (C37);15 - 19;0;0;
2008;Thymus (C37);20 - 24;0;1;
2008;Thymus (C37);25 - 29;2;4;
2008;Thymus (C37);30 - 34;7;2;
2008;Thymus (C37);35 - 39;5;7;
2008;Thymus (C37);40 - 44;8;13;
2008;Thymus (C37);45 - 49;9;7;
2008;Thymus (C37);50 - 54;6;8;
2008;Thymus (C37);55 - 59;7;17;
2008;Thymus (C37);60 - 64;25;11;
2008;Thymus (C37);65 - 69;18;21;
2008;Thymus (C37);70 - 74;22;13;
2008;Thymus (C37);75 - 79;14;9;
2008;Thymus (C37);80 - 84;6;3;
2008;Thymus (C37);85+;4;0;
2008;Herz, Mediastinum u. Pleura (C38);0 - 4;0;1;
2008;Herz, Mediastinum u. Pleura (C38);5 - 9;1;0;
2008;Herz, Mediastinum u. Pleura (C38);10 - 14;0;1;
2008;Herz, Mediastinum u. Pleura (C38);15 - 19;0;2;
2008;Herz, Mediastinum u. Pleura (C38);20 - 24;3;2;
2008;Herz, Mediastinum u. Pleura (C38);25 - 29;0;4;
2008;Herz, Mediastinum u. Pleura (C38);30 - 34;2;4;
2008;Herz, Mediastinum u. Pleura (C38);35 - 39;1;10;
2008;Herz, Mediastinum u. Pleura (C38);40 - 44;2;6;
2008;Herz, Mediastinum u. Pleura (C38);45 - 49;0;10;
2008;Herz, Mediastinum u. Pleura (C38);50 - 54;3;10;
2008;Herz, Mediastinum u. Pleura (C38);55 - 59;7;11;
2008;Herz, Mediastinum u. Pleura (C38);60 - 64;6;12;
2008;Herz, Mediastinum u. Pleura (C38);65 - 69;18;25;
2008;Herz, Mediastinum u. Pleura (C38);70 - 74;6;29;
2008;Herz, Mediastinum u. Pleura (C38);75 - 79;20;35;
2008;Herz, Mediastinum u. Pleura (C38);80 - 84;21;25;
2008;Herz, Mediastinum u. Pleura (C38);85+;16;15;
2008;sonstg. Brustorgane (C39);0 - 4;0;0;
2008;sonstg. Brustorgane (C39);5 - 9;0;0;
2008;sonstg. Brustorgane (C39);10 - 14;0;0;
2008;sonstg. Brustorgane (C39);15 - 19;0;0;
2008;sonstg. Brustorgane (C39);20 - 24;0;0;
2008;sonstg. Brustorgane (C39);25 - 29;0;0;
2008;sonstg. Brustorgane (C39);30 - 34;0;0;
2008;sonstg. Brustorgane (C39);35 - 39;0;0;
2008;sonstg. Brustorgane (C39);40 - 44;0;0;
2008;sonstg. Brustorgane (C39);45 - 49;0;0;
2008;sonstg. Brustorgane (C39);50 - 54;2;3;
2008;sonstg. Brustorgane (C39);55 - 59;2;0;
2008;sonstg. Brustorgane (C39);60 - 64;2;4;
2008;sonstg. Brustorgane (C39);65 - 69;0;3;
2008;sonstg. Brustorgane (C39);70 - 74;0;0;
2008;sonstg. Brustorgane (C39);75 - 79;0;0;
2008;sonstg. Brustorgane (C39);80 - 84;0;0;
2008;sonstg. Brustorgane (C39);85+;3;1;
2008;Knochen u. Gelenkknorpel (C40-C41);0 - 4;2;1;
2008;Knochen u. Gelenkknorpel (C40-C41);5 - 9;8;7;
2008;Knochen u. Gelenkknorpel (C40-C41);10 - 14;35;18;
2008;Knochen u. Gelenkknorpel (C40-C41);15 - 19;18;65;
2008;Knochen u. Gelenkknorpel (C40-C41);20 - 24;13;18;
